0,1,2,3
Subdistrict,Murid/Students,,
,Public,Private,Total
1,8,9,10
Salem,5063,-,5063
Bantarkawung,7529,-,7529
Bumiayu,7504,1009,8513
Paguyangan,8211,369,8580
Sirampog,4774,-,4774
Tonjong,4694,-,4694
Larangan,9316,68,9384
Ketanggungan,9729,236,9965
Banjarharjo,10853,-,10853
Losari,9654,449,10103
Tanjung,9338,-,9338
Kersana,5508,190,5698
Bulakamba,13141,229,13370
Wanasari,10965,-,10965
Songgom,5921,187,6108
Jatibarang,6562,194,6756
Brebes,14751,1705,16456
Kabupaten Brebes,143513,4636,148149
