0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,-,2,2
Bantarkawung,-,1,1
Bumiayu,1,3,4
Paguyangan,-,1,1
Sirampog,-,6,6
Tonjong,a,-,-
Larangan,-,2,2
Ketanggungan,-,2,2
Banjarharjo,-,-,-
Losari,-,1,1
Tanjung,-,2,2
Kersana,-,2,2
Bulakamba,-,1,1
Wanatsari,-,2,2
Songgom,-,2,2
Jatibarang,-,1,1
Brebes,1,1,2
Kabupaten Brebes,2,29,31
