0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,-,2,2
Bantarkawung,-,1,1
Bumiayu,1,3,4
Paguyangan,-,1,1
Sirampog,-,6,6
Tonjong,-,-,-
Larangan,-,2,2
Ketanggungan,-,2,2
Banjarharjo,-,-,-
Losari,-,1,1
Tanjung,-,2,2
Kersana,-,2,2
Bulaktamba,-,1,1
Wanasari,-,1,1
Songgom,-,2,2
Jatibarang,-,1,1
Brebes,1,1,2
Kabupaten Brebes,2,28,30
