0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,iPrivate,Total
1,2,3,4
Salem,7,4,11
Bantarkawung,7,6,13
Bumiayu,4,12,16
Paguyangan,4,8,12
Sirampog,4,5,9
Tonjong,3,3,6
Larangan,5,1,6
Ketanggungan,5,5,10
Banjarharjo,5,5,10
Losari,4,3,7
Tanjung,5,1,6
Kersana,3,1,4
Bulakamba,3,9,12
Wanasari,4,3,7
Songgom,3,3,6
Jatibarang,3,1,4
Brebes,8,6,14
Kabupaten Brebes,77,76,153
