0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,-,28,28
Bantarkawung,-,22,22
Bumiayu,1,39,40
Paguyangan,-,31,31
Sirampog,-,26,26
Tonjong,-,22,22
Larangan,-,21,21
Ketanggungan,1,32,33
Banjarharjo,-,14,14
Losari,-,25,25
Tanjung,-,24,24
Kersana,-,17,17
Bulakamba,-,26,26
Wanasari,-,34,34
Songgom,-,13,13
Jatibarang,-,23,23
Brebes,1,55,56
Kabupaten Brebes,3,452,455
