0,1,2,3
Subdistrict,Primary School,,
,2018,2019,2020
1,2,3,4
Salem,21,21,21
Bantarkawung,18,18,18
Bumiayu,15,15,15
Paguyangan,12,12,12
Sirampog,13,13,13
Tonjong,14,14,14
Larangan,11,11,11
Ketanggungan,21,21,21
Banjarharjo,25,25,25
Losari,22,22,22
Tanjung,18,18,18
Kersana,13,13,13
Bulakamba,19,19,19
Wanatsari,20,20,20
Songgom,10,10,10
Jatibarang,22,22,22
Brebes,23,23,23
Kabupaten Brebes,297,297,297
