0,1,2,3
Subdistrict,Senior High School,,
,2014,2019,2020
1,8,9,10
Salem,2,2,2
Bantarkawung,1,1,1
Bumiayu,6,6,6
Paguyangan,2,2,2
Sirampog,4,4,4
Tonjong,2,2,2
Larangan,2,2,2
Ketanggungan,4,5,5
Banjarharjo,3,3,3
Losari,1,1,1
Tanjung,3,3,3
Kersana,2,2,2
Bulakamba,2,2,2
Wanasari,2,2,2
Songgom,2,2,2
Jatibarang,2,2,2
Brebes,3,4,4
Kabupaten Brebes,43,45,45
