0,1,2,3
Subdistrict,Vocational School,,
,2014,2019,2020
1,11,12,13
Salem,3,3,3
Bantarkawung,4,4,4
Bumiayu,9,9,9
Paguyangan,6,5,5
Sirampog,5,5,5
Tonjong,4,4,4
Larangan,4,4,4
Ketanggungan,5,5,5
Banjarharjo,2,2,2
Losari,5,4,4
Tanjung,1,1,1
Kersana,3,3,3
Bulakamba,5,5,5
Wanasari,3,3,3
Songgom,5,5,5
Jatibarang,4,4,4
Brebes,7,7,7
Kabupaten Brebes,75,73,73
