0,1,2,3
Subdistrict,Murid/Students,,
,Public,Private,Total
1,8,9,10
Salem,4990,-,4990
Bantarkawung,7437,-,7437
Bumiayu,7468,1064,8532
Paguyangan,8170,435,8605
Sirampog,4771,-,4771
Tonjong,4667,-,4667
Larangan,9238,67,9305
Ketanggungan,9825,235,10060
Banjarharjo,10708,-,10708
Losari,9660,470,10130
Tanjung,9582,-,9582
Kersana,5525,212,5737
Bulakamba,12995,272,13267
Wanasari,10946,-,10946
Songgom,6074,210,6289
Jatibarang,6574,213,6787
Brebes,14580,1924,16504
Kabupaten Brebes,143210,5102,148317
