0,1,2,3
Subdistrict,Sekolah/Schools,,
,/Schools,/Teachers,/Pupils
1,2,3,4
Salem,...,...,...
Bantarkawung,...,...,...
Bumiayu,...,...,...
Paguyangan,...,...,...
Sirampog,...,...,...
Tonjong,...,...,...
Larangan,...,...,...
Ketanggungan,...,...,...
Banjarharjo,...,...,...
Losari,...,...,...
Tanjung,...,...,...
Kersanat,...,...,...
Bulakamba,...,...,...
Wanasari,...,...,...
Songgom,...,...,...
Jatibarang,...,...,...
Brebes,...,...,...
Kabupaten Brebes,...,...,...
