0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,-,3,3
Bantarkawung,2,3,5
Bumiayu,-,9,9
Paguyangan,-,4,4
Sirampog,-,14,14
Tonjong,-,8,8
Larangan,-,10,10
Ketanggungan,1,7,8
Banjarharjo,-,4,4
Losari,1,5,6
Tanjung,-,3,3
Kersana,-,2,2
Bulakamba,-,11,11
Wahnasari,-,7,7
Songgom,-,6,6
Jatibarang,-,2,2
Brebes,1,2,3
Kabupaten Brebes,5,100,105
