0,1,2,3
Subdistrict,Junior High School,,
,2014,2019,2020
1,5,6,7
Salem,11,11,11
Bantarkawung,11,11,11
Bumiayu,11,11,11
Paguyangan,9,10,10
Sirampog,10,10,10
Tonjong,10,10,10
Larangan,9,9,9
Ketanggungan,11,12,12
Banjarharjo,9,9,9
Losari,9,9,9
Tanjung,8,8,8
Kersana,5,5,5
Bulakamba,14,15,15
Wanatsari,8,11,11
Songgom,8,8,8
Jatibarang,4,4,4
Brebes,8,10,10
Kabupaten Brebes,155,163,163
