0,1,2,3
Subdistrict,Murid/Students,,
,Public,Private,Total
1,8,9,10
Salem,-,709,709
Bantarkawung,1023,902,1922
Bumiayu,-,1751,1751
Paguyangan,-,1040,1040
Sirampog,-,3061,3061
Tonjong,-,1105,1105
Larangan,-,3074,3074
Ketanggungan,1088,1697,2785
Banjarharjo,-,1260,1260
Losari,326,1619,1945
Tanjung,-,920,920
Kersana,-,698,698
Bulakamba,-,3587,3587
Wanatsari,-,1583,1583
Songgom,-,1349,1349
Jatibarang,-,990,990
Brebes,1368,911,2279
Kabupaten Brebes,3805,26256,30058
