0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,-,5,5
Bantarkawung,1,8,9
Bumiayu,-,18,18
Paguyangan,-,12,12
Sirampog,-,16,16
Tonjong,-,18,18
Larangan,1,24,25
Ketanggungan,1,18,19
Banjarharjo,1,3,4
Losari,1,17,18
Tanjung,-,4,4
Kersana,-,4,4
Bulakamba,-,18,18
Wanasari,1,19,20
Songgom,-,10,10
Jatibarang,-,5,5
Brebes,1,10,11
Kabupaten Brebes,7,211,218
