0,1,2,3
Subdistrict,Murid/Students,,
,Public,Private,Total
1,8,9,10
Salem,-,136,136
Bantarkawung,-,173,173
Bumiayu,1094,657,1751
Paguyangan,-,61,61
Sirampog,-,2434,2434
Tonjong,-,-,-
Larangan,-,242,242
Ketanggungan,-,316,316
Banjarharjo,-,-,-
Losari,-,81,81
Tanjung,-,253,253
Kersana,-,161,161
Bulakamba,-,328,328
Wanatsari,-,69,69
Songgom,-,205,205
Jatibarang,-,131,131
Brebes,1081,60,1141
Kabupaten Brebes,2175,5307,7482
