0,1,2,3
Subdistrict,Murid/Students,,
,Public,Private,Total
1,8,9,10
Salem,-,893,893
Bantarkawung,-,1994,1994
Bumiayu,-,4715,4715
Paguyangan,-,2613,2613
Sirampog,-,2916,2916
Tonjong,1501,1384,2885
Larangan,-,3834,3834
Ketanggungan,-,1229,1229
Banjarharjo,-,296,296
Losari,-,2508,2508
Tanjung,-,253,253
Kersana,1548,2990,4538
Bulakamba,1509,2186,3695
Wanasari,-,1030,1030
Songgom,985,732,1717
Jatibarang,-,775,775
Brebes,1386,2943,4329
Kabupaten Brebes,6929,33291,40220
