0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,49,-,49
Bantarkawung,60,-,60
Bumiayu,53,5,58
Paguyangan,50,3,53
Sirampog,33,-,33
Tonjong,42,-,42
Larangan,53,1,54
Ketanggungan,54,1,55
Banjarharjo,68,-,68
Losari,55,2,57
Tanjung,47,-,47
Kersanat,35,1,36
Bulakamba,57,2,59
Wanasari,56,-,56
Songgom,35,2,37
Jatibarang,44,1,45
Brebes,80,10,90
Kabupaten Brebes,871,28,899
