0,1,2,3
Subdistrict,Murid/Pupils,,
,Public,iPrivate,Total
1,8,9,10
Salem,-,561,561
Bantarkawung,230,777,1007
Bumiayu,-,2594,2594
Paguyangan,-,2035,2035
Sirampog,-,2388,2388
Tonjong,-,2295,2295
Larangan,500,5395,5895
Ketanggungan,374,3090,3464
Banjarharjo,451,352,803
Losari,306,3689,3995
Tanjung,-,781,781
Kersana,-,806,806
Bulakamba,-,3964,3964
Wanasari,457,3846,4303
Songgom,-,1491,1491
Jatibarang,-,1367,1367
Brebes,370,1928,2298
Kabupaten Brebes,2688,37697,40385
