0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,1,-,1
Bantarkawung,1,-,1
Bumiayu,1,5,6
Paguyangan,1,1,2
Sirampog,1,1,2
Tonjong,-,2,2
Larangan,1,-,1
Ketanggungan,1,2,3
Banjarharjo,1,2,3
Losari,1,-,1
Tanjung,1,-,1
Kersana,1,-,1
Bulakamba,1,1,2
Wanasari,1,-,1
Songgom,-,1,1
Jatibarang,1,-,1
Brebes,3,-,3
Kabupaten Brebes,17,15,32
