0,1,2,3
Subdistrict,Sekolah/Schools,,
,Public,Private,Total
1,2,3,4
Salem,-,4,4
Bantarkawung,2,3,5
Bumiayu,-,9,9
Paguyangan,-,4,4
Sirampog,-,11,11
Tonjong,-,8,8
Larangan,-,10,10
Ketanggungan,1,6,7
Banjarharjo,-,5,5
Losari,1,4,5
Tanjung,-,3,3
Kersana,-,2,2
Bulakamba,-,11,11
Wanasari,-,7,7
Songgom,-,6,6
Jatibarang,-,2,2
Brebes,1,2,3
Kabupaten Brebes,5,97,102
